Código del libro,Titulo,Autor,Año de publicación,DOI_Original,Editorial,Abstract,Keywords,"Institución coeditora (separar cada institución con "";"")",Idioma,OpenAlex_ID,OpenAlex_Title,OpenAlex_Author,OpenAlex_Concepts,OpenAlex_Citations,OpenAlex_Similarity,Metodo_Match,Area_Conocimiento,W_Citas,Titulos_Editorial_Area,W_Editorial,Titulo_Final,Autor_Final,Tag,W_Editorial_Norm,W_Citas_Norm
CEJ0011,DISEÑO COMUNAUTICO APLICADO A LOS SISTEMAS SOCIALES DIGITALES,Pierre-Léonard Harvey,2017,,Pontificia Universidad Javeriana,"en esta obra exploraremos las necesidades emergentes de los sistemas sociales en línea, las competencias digitales necesarias para su desarrollo, las herramientas posibles para crear una inteligencia colectiva y colaborativa que contribuya al advenimiento de un futuro mejor para nuestros hijos y nosotros mismos, para nuestros sistemas sociales emergentes y para nuestras comunidades de innovación. La idea básica de esta investigación es que el diseño comunáutico —en calidad de diseño comunicacional y colaborativo de sistemas sociales a gran escala, por ejemplo, las comunidades virtuales concebibles como sistemas sociotécnicos— es una actividad de creación de futuro. Los individuos y los grupos asociados a esos sistemas sociales y esas comunidades virtuales se comprometen en el diseño de forma tal que se distribuyen las tareas y los roles en la implantación de los sistemas de innovación que catalizan los cambios deseables.",,,Español,,,,,0,0.0,No Encontrado,Ciencias Sociales,0.0,66,1.4204692619390966,DISEÑO COMUNAUTICO APLICADO A LOS SISTEMAS SOCIALES DIGITALES,Pierre-Léonard Harvey,diseño comunautico aplicado sistemas sociales digitales diseño comunautico aplicado sistemas sociales digitales pierre léonard harvey pontificiauniversidadjaveriana pontificiauniversidadjaveriana ciencias sociales obra exploraremos necesidades emergentes sistemas sociales línea competencias digitales necesarias desarrollo herramientas posibles crear inteligencia colectiva colaborativa contribuya advenimiento futuro mejor hijos mismos sistemas sociales emergentes comunidades innovación idea básica investigación diseño comunáutico calidad diseño comunicacional colaborativo sistemas sociales gran escala ejemplo comunidades virtuales concebibles sistemas sociotécnicos actividad creación futuro individuos grupos asociados sistemas sociales comunidades virtuales comprometen diseño forma tal distribuyen tareas roles implantación sistemas innovación catalizan cambios deseables,0.5846,0.0
CEJ0012,"CODIFICAR DECODIFICAR. PRACTICAS, ESPACIOS Y TEMPORALIDADES DEL AUDIOVISUAL EN INTERNET",Varios autores,2012,,Pontificia Universidad Javeriana,"Doce ensayos que desde la filosofía, la comunicación y el arte indagan en las transformaciones que la narrativa audiovisual ha tenido en el contexto digital y de Internet Paula Sibilia, Mauricio Durán y Sergio Roncallo, entre otros investigadores, analizan casos como la exhibición de la intimidad, la noción del autor o el uso del video como resistencia social",,,Español,https://openalex.org/W2118581565,"Codificar/decodificar Prácticas, espacios y temporalidades del audiovisual en internet",Navarro Sánchez,Humanities; Art,0,0.9710982658959536,Solo Titulo,Ciencias Sociales,0.0,66,1.4204692619390966,"CODIFICAR DECODIFICAR. PRACTICAS, ESPACIOS Y TEMPORALIDADES DEL AUDIOVISUAL EN INTERNET",Navarro Sánchez,codificar decodificar practicas espacios temporalidades audiovisual internet codificar decodificar practicas espacios temporalidades audiovisual internet navarro sánchez pontificiauniversidadjaveriana pontificiauniversidadjaveriana ciencias sociales humanities art doce ensayos filosofía comunicación arte indagan transformaciones narrativa audiovisual contexto digital internet paula sibilia mauricio durán sergio roncallo investigadores analizan casos exhibición intimidad noción autor uso video resistencia social,0.5846,0.0
CEJ0013,HABLAR EN PUBLICO EN LA UNIVERSIDAD UN MANUAL PARA DESENVOLVERSE ANTE UNA AUDIENCIA,John Moya Barreto,2020,,Pontificia Universidad Javeriana,"Hablar en público de forma apropiada es una habilidad con la que no todo el mundo cuenta. Sin embargo, hay ciertos ámbitos de la actividad humana que, para determinados momentos, exigen un dominio de ella, como lo son el académico, el organizacional o el social. Y si bien esta habilidad puede cultivarse en cualquier etapa de la vida, el periodo más propicio para ello es el paso por la universidad, no solo por la formación integral que esta brinda, sino también por el vínculo afectivo que existe entre el estudiante y su programa académico, sea de pregrado o posgrado. en vista de lo anterior, Hablar en público en la universidad tiene como propósito, por medio de los consejos prácticos que ofrece, guiar a los estudiantes universitarios en los procesos de preparación y ejecución de sus discursos orales, de modo que estos sean amenos, estéticos, claros, contundentes y efectivos.",Hablar en público - Manuales; Oratoria; Artes del lenguaje - Manuales; Discursos; Comunicación oral; Análisis del discurso,,Español,,,,,0,0.0,No Encontrado,No Ficción Juvenil,0.0,4,1.16094379124341,HABLAR EN PUBLICO EN LA UNIVERSIDAD UN MANUAL PARA DESENVOLVERSE ANTE UNA AUDIENCIA,John Moya Barreto,hablar publico universidad manual desenvolverse audiencia hablar publico universidad manual desenvolverse audiencia john moya barreto pontificiauniversidadjaveriana pontificiauniversidadjaveriana hablar público manuales oratoria artes lenguaje manuales discursos comunicación oral análisis discurso hablar público manuales oratoria artes lenguaje manuales discursos comunicación oral análisis discurso hablar público manuales oratoria artes lenguaje manuales discursos comunicación oral análisis discurso ficción juvenil hablar público forma apropiada habilidad mundo cuenta embargo ciertos ámbitos actividad humana determinados momentos exigen dominio académico organizacional social bien habilidad puede cultivarse cualquier etapa vida periodo propicio ello paso universidad solo formación integral brinda sino vínculo afectivo existe estudiante programa académico pregrado posgrado vista anterior hablar público universidad propósito medio consejos prácticos ofrece guiar estudiantes universitarios procesos preparación ejecución discursos orales modo amenos estéticos claros contundentes efectivos,0.1526,0.0
CEJ0014,PAISAJES ARTIFICIALES VIRTUALES INFORMALES Y EDIFICADOS,Raúl Niño Bernal,2020,,Pontificia Universidad Javeriana,"Este libro construye un conjunto de conceptos alrededor de la perspectiva investigativa de los paisajes artificiales. Estos se configuran como mundos posibles en evolución a través de procesos de simulación digital, autoorganización social y cocreación de devenires edificables, que desdibujan la frontera entre lo natural y lo artificial.",Arquitectura del paisaje; Paisajes artificiales; Paisajes virtuales,,Español,https://openalex.org/W3080436753,"Paisajes artificiales: virtuales, informales y edificados",Jaime Hernández-García,,2,0.782236842105263,Solo Titulo,Arquitectura,0.5493061443340549,9,1.2302585092994045,PAISAJES ARTIFICIALES VIRTUALES INFORMALES Y EDIFICADOS,Raúl Niño Bernal,paisajes artificiales virtuales informales edificados paisajes artificiales virtuales informales edificados raúl niño bernal pontificiauniversidadjaveriana pontificiauniversidadjaveriana arquitectura paisaje paisajes artificiales paisajes virtuales arquitectura paisaje paisajes artificiales paisajes virtuales arquitectura paisaje paisajes artificiales paisajes virtuales arquitectura libro construye conjunto conceptos alrededor perspectiva investigativa paisajes artificiales configuran mundos posibles evolución través procesos simulación digital autoorganización social cocreación devenires edificables desdibujan frontera natural artificial,0.268,0.2295
CEJ0015,PENSAR HACER Y PROYECTAR LA RADIO UNIVERSITARIA EN HISPANOAMERICA,Juan Carlos ValIngléscia Rincón,2018,,Pontificia Universidad Javeriana,"Las primeras radios universitarias de Hispanoamérica datan de la segunda década del siglo XX, pero su crecimiento solo fue notorio a partir de los años setenta. 

en el tránsito al siglo XXI, la radio universitaria se convirtió en un verdadero fenómeno comunicativo, gracias al surgimiento de las emisoras de radio por internet. Actualmente, existe una gran diversidad de propuestas radiales, marcadas por el tipo de institución a la que pertenecen: universidades públicas o universidades privadas, de índole religiosa o secular. Así mismo, y a diferencia de las college radios estadounidenses, donde los estudiantes trabajan con un alto grado de autonomía, la radio universitaria hispanoamericana se caracteriza por un control más directo por parte de las instituciones en las que opera. 

A causa de su impacto y de sus significativos niveles de audiencia, estas emisoras han creado importantes espacios de práctica para estudiantes de carreras como Comunicación, Música e Ingeniería. Además, han convocado a expertos de las profesiones liberales y las artes y, a veces, le han apostado a proyectos educativos o comunitarios innovadores, que otras propuestas radiales han descuidado. 

Por todo esto, este libro invita a reflexionar sobre el fenómeno de la radio universitaria —académicamente poco estudiado en la región— a partir de diversos puntos de vista y de distintas experiencias radiales en Colombia, México, Costa Rica, España y Alemania, así como sus apuestas, limitaciones y oportunidades.",Historia; Radio universitaria; Radio en la educación; América Latina; Medios de comunicación de masas; radio por internet; telecomunicaciones; locutores; radio,,Español,,,,,0,0.0,No Encontrado,Artes Escénicas,0.0,7,1.2079441541679836,PENSAR HACER Y PROYECTAR LA RADIO UNIVERSITARIA EN HISPANOAMERICA,Juan Carlos ValIngléscia Rincón,pensar hacer proyectar radio universitaria hispanoamerica pensar hacer proyectar radio universitaria hispanoamerica juan carlos valingléscia rincón pontificiauniversidadjaveriana pontificiauniversidadjaveriana historia radio universitaria radio educación américa latina medios comunicación masas radio internet telecomunicaciones locutores radio historia radio universitaria radio educación américa latina medios comunicación masas radio internet telecomunicaciones locutores radio historia radio universitaria radio educación américa latina medios comunicación masas radio internet telecomunicaciones locutores radio artes escénicas primeras radios universitarias hispanoamérica datan segunda década siglo crecimiento solo notorio partir años setenta tránsito siglo xxi radio universitaria convirtió verdadero fenómeno comunicativo gracias surgimiento emisoras radio internet actualmente existe gran diversidad propuestas radiales marcadas tipo institución pertenecen universidades públicas universidades privadas índole religiosa secular así mismo diferencia college radios estadounidenses estudiantes trabajan alto grado autonomía radio universitaria hispanoamericana caracteriza control directo parte instituciones opera causa impacto significativos niveles audiencia emisoras creado importantes espacios práctica estudiantes carreras comunicación música ingeniería además convocado expertos profesiones liberales artes veces apostado proyectos educativos comunitarios innovadores propuestas radiales descuidado libro invita reflexionar fenómeno radio universitaria académicamente estudiado región partir diversos puntos vista distintas experiencias radiales colombia méxico costa rica españa alemania así apuestas limitaciones oportunidades,0.2308,0.0
CEJ0016,"BIOECONOMIA NUEVO MARCO PARA EL CRECIMIENTO SOSTENIBLE EN AMERICA LATINA, LA",Eduardo Trigo,2019,,Pontificia Universidad Javeriana,"La bioeconomía constituye una estrategia basada en la idea de un uso más eficiente de los recursos, tecnologías y procesos biológicos para la provisión de bienes y servicios que nuestras sociedades demandan. Rápidamente está evolucionado hacia una visión amplia para el desarrollo sostenible que no solo se trata del  aprovechamiento de los nuevos conocimientos y tecnologías que convergen y se potencian entre sí para ofrecer nuevas opciones impensadas como posibles hasta hace muy poco tiempo, sino también de un cambio total del papel de los recursos biológicos en la estructuración de las economías y la búsqueda de bienestar social.
 Para los países de América Latina y el Caribe estas tendencias representan una nueva y potente oportunidad. La región no solo es un gran productor de biomasa sostenible, también cuenta con importantes desarrollos en sus capacidades científico-tecnológicas, así como en su infraestructura industrial y en el desarrollo de la bioenergía, donde se ha transformado en uno de los principales actores en los mercados internacionales. Este libro presenta ejemplos de diferentes enfoques, así como algunas experiencias de países de América Latina que transitan hacia la construcción de una estrategia nacional específicamente dedicada a la bioeconomía.",america latina; economia; sector primario; sostenibilidad; recursos; industria; agricultura; producción; biomasa,,Español,,,,,0,0.0,No Encontrado,Negocios y Economía,0.0,14,1.270805020110221,LA BIOECONOMIA NUEVO MARCO PARA EL CRECIMIENTO SOSTENIBLE EN AMERICA LATINA,Eduardo Trigo,bioeconomia nuevo marco crecimiento sostenible america latina bioeconomia nuevo marco crecimiento sostenible america latina eduardo trigo pontificiauniversidadjaveriana pontificiauniversidadjaveriana america latina economia sector primario sostenibilidad recursos industria agricultura producción biomasa america latina economia sector primario sostenibilidad recursos industria agricultura producción biomasa america latina economia sector primario sostenibilidad recursos industria agricultura producción biomasa negocios economía bioeconomía constituye estrategia basada idea uso eficiente recursos tecnologías procesos biológicos provisión bienes servicios sociedades demandan rápidamente evolucionado hacia visión amplia desarrollo sostenible solo trata aprovechamiento nuevos conocimientos tecnologías convergen potencian ofrecer nuevas opciones impensadas posibles hace tiempo sino cambio total papel recursos biológicos estructuración economías búsqueda bienestar social países américa latina caribe tendencias representan nueva potente oportunidad región solo gran productor biomasa sostenible cuenta importantes desarrollos capacidades científico tecnológicas así infraestructura industrial desarrollo bioenergía transformado principales actores mercados internacionales libro presenta ejemplos diferentes enfoques así experiencias países américa latina transitan hacia construcción estrategia nacional específicamente dedicada bioeconomía,0.3355,0.0
CEJ0017,CRISIS Y TRANSFORMACIONES DEL MUNDO DEL CAFE,Varios autores,2012,,Pontificia Universidad Javeriana,"Este texto reúne varios ensayos de investigadores que exploran las dimensiones sociales, políticas, económicas y culturales de la producción agrícola del café en Colombia, Venezuela, Brasil y varios países de América Central Más que una observación histórica, es un análisis de los procesos contemporáneos",,,Español,,,,,0,0.0,No Encontrado,Negocios y Economía,0.0,14,1.270805020110221,CRISIS Y TRANSFORMACIONES DEL MUNDO DEL CAFE,Varios autores,crisis transformaciones mundo cafe crisis transformaciones mundo cafe varios autores pontificiauniversidadjaveriana pontificiauniversidadjaveriana negocios economía texto reúne varios ensayos investigadores exploran dimensiones sociales políticas económicas culturales producción agrícola café colombia venezuela brasil varios países américa central observación histórica análisis procesos contemporáneos,0.3355,0.0
CEJ0018,DECISIONES DE INVERSION (5ª ED) PARA LA VALORACION FINANCIERA DE PROYECTOS Y EMPRESAS,Ignacio Vélez Pareja,2006,,Pontificia Universidad Javeriana,"Este libro contiene un número de ejercicios o casos que se puede asignar para trabajarlos en clase o para elaborarlos fuera de ella Al fi nal de cada capítulo se presenta una bibliografía que consta de abundantes títulos de libros y artículos clásicos sobre el tema, de manera que constituye una fuente de información que permite al estudioso profundizar en diferentes aspectos",,,Español,,,,,0,0.0,No Encontrado,Medicina,0.0,25,1.3258096538021482,DECISIONES DE INVERSION PARA LA VALORACION FINANCIERA DE PROYECTOS Y EMPRESAS,Ignacio Vélez Pareja,decisiones inversion valoracion financiera proyectos empresas decisiones inversion valoracion financiera proyectos empresas ignacio vélez pareja pontificiauniversidadjaveriana pontificiauniversidadjaveriana medicina libro contiene número ejercicios casos puede asignar trabajarlos clase elaborarlos nal cada capítulo presenta bibliografía consta abundantes títulos libros artículos clásicos tema manera constituye fuente información permite estudioso profundizar diferentes aspectos,0.427,0.0
CEJ0019,ECONOMIA PARA TODOS. EL CAPITAL JUSTO,Sin datos,2018,,Pontificia Universidad Javeriana,"La economía actual se basa principalmente en el análisis de un único flujo económico: el producto interno bruto que, como indicador, durante mucho tiempo ha sido el paradigma hegemónico. Como alternativa, este libro presenta una economía dinámica y más democrática que involucra un complejo de circulaciones. en un diagrama fundamental, se articulan dos grandes circuitos de la producción, con sus cruces e intercambios, a través de un centro decisivo de redistribución. Su autor, el irlandés Philip McShane, desde hace varios años ha estudiado e implementado las ideas que originalmente Bernard Lonergan propuso y ha hecho la invitación a un cambio integral de mentalidad de los agentes económicos, locales y globales, de manera que tomen decisiones más sensatas para todos, que redunden en el nivel de vida de los individuos y las comunidades humanas. Economía para todos. El capital justo, que es de carácter introductorio, está escrito en un lenguaje sencillo, para que legos y especialistas lo puedan consultar.",Economía; Capitalismo; Democratización de la economía,,Español,,,,,0,0.0,No Encontrado,Negocios y Economía,0.0,14,1.270805020110221,ECONOMIA PARA TODOS. EL CAPITAL JUSTO,Sin datos,economia capital justo economia capital justo datos pontificiauniversidadjaveriana pontificiauniversidadjaveriana economía capitalismo democratización economía economía capitalismo democratización economía economía capitalismo democratización economía negocios economía economía actual basa principalmente análisis único flujo económico producto interno bruto indicador tiempo sido paradigma hegemónico alternativa libro presenta economía dinámica democrática involucra complejo circulaciones diagrama fundamental articulan grandes circuitos producción cruces intercambios través centro decisivo redistribución autor irlandés philip mcshane hace varios años estudiado implementado ideas originalmente bernard lonergan propuso hecho invitación cambio integral mentalidad agentes económicos locales globales manera tomen decisiones sensatas redunden nivel vida individuos comunidades humanas economía capital justo carácter introductorio escrito lenguaje sencillo legos especialistas puedan consultar,0.3355,0.0
CEJ0020,FINANZA EMPRESARIAL ESTRATEGIA MERCADOS Y NEGOCIOS ESTRUCTURADOS,Roberto Albisetti,2018,,Pontificia Universidad Javeriana,"Uno de los mayores desafíos de las empresas en los países emergentes ha sido encontrar fondeo para sus planes de crecimiento y negociar la financiación con contrapartes. Este libro se diferencia de los textos de finanzas tradicionales por su aporte práctico de conocimientos aplicados, pues acompaña al banquero, al inversionista, al emprendedor y al estudiante en la comprensión del funcionamiento del mercado y de las herramientas financieras. en sus páginas se exponen, además, el papel y los comportamientos de los inversionistas frente el riesgo y las metodologías para evaluarlo, mitigarlo y compensarlo.

Fernando Fabre
Presidente de endeavor

A quienes trajinamos en el mundo académico y universitario nos es fácil entender el empuje y el valor de quienes comparten su conocimiento escribiendo y publicando libros, y esto es más meritorio cuando el libro no proviene de un académico de profesión, como en el caso de Roberto Albisetti, quien, aprovechando una larga, exitosa y diversa trayectoria profesional, se aventura nuevamente, acudiendo a su experiencia como profesor universitario, a entregarnos un libro dirigido a empresas, consultores, bancos y estudiantes universitarios para fortalecer conocimientos aplicados a los negocios en estrategia, mercados financieros, valoración de empresas, estructuración y negociación de inversiones y adquisiciones.

Pablo Navas Sanz de Santamaría
Rector de la Universidad de los Andes, Colombia

Las tendencias de los mercados internacionales y su evolución frente a las crisis, las técnicas de evaluación del riesgo de crédito y de inversión de capital y la innovación en los productos financieros, los tres temas que los textos de finanzas tradicionales tratan de forma aislada, son abordados aquí integralmente. Este libro brinda una perspectiva estratégica y gerencial para desarrollar habilidades profesionales que facilitan las negociaciones entre empresas e inversionistas externos y bancos.

Raúl Alemán Zubieta
Vicepresidente ejecutivo y Gerente general del Banco General, Panamá",Finanzas corporativas; Planificación empresarial; Sistemas económicos,,Español,,,,,0,0.0,No Encontrado,Negocios y Economía,0.0,14,1.270805020110221,FINANZA EMPRESARIAL ESTRATEGIA MERCADOS Y NEGOCIOS ESTRUCTURADOS,Roberto Albisetti,finanza empresarial estrategia mercados negocios estructurados finanza empresarial estrategia mercados negocios estructurados roberto albisetti pontificiauniversidadjaveriana pontificiauniversidadjaveriana finanzas corporativas planificación empresarial sistemas económicos finanzas corporativas planificación empresarial sistemas económicos finanzas corporativas planificación empresarial sistemas económicos negocios economía mayores desafíos empresas países emergentes sido encontrar fondeo planes crecimiento negociar financiación contrapartes libro diferencia textos finanzas tradicionales aporte práctico conocimientos aplicados pues acompaña banquero inversionista emprendedor estudiante comprensión funcionamiento mercado herramientas financieras páginas exponen además papel comportamientos inversionistas frente riesgo metodologías evaluarlo mitigarlo compensarlo fernando fabre presidente endeavor trajinamos mundo académico universitario fácil entender empuje valor comparten conocimiento escribiendo publicando libros meritorio libro proviene académico profesión caso roberto albisetti aprovechando larga exitosa diversa trayectoria profesional aventura nuevamente acudiendo experiencia profesor universitario entregarnos libro dirigido empresas consultores bancos estudiantes universitarios fortalecer conocimientos aplicados negocios estrategia mercados financieros valoración empresas estructuración negociación inversiones adquisiciones pablo navas sanz santamaría rector universidad andes colombia tendencias mercados internacionales evolución frente crisis técnicas evaluación riesgo crédito inversión capital innovación productos financieros tres temas textos finanzas tradicionales tratan forma aislada abordados aquí integralmente libro brinda perspectiva estratégica gerencial desarrollar habilidades profesionales facilitan negociaciones empresas inversionistas externos bancos raúl alemán zubieta vicepresidente ejecutivo gerente general banco general panamá,0.3355,0.0
